-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0,0
-25,0.000004,0
-25,0.000004,0
-25,0.000003,0
-25,0.000003,0
-25,0.000003,0
-25,0.000002,0
-25,0.000002,0
-25,0.000002,0
-25,0.000002,0
-25,0.000002,0
-25,0.000002,0
-25,0.000002,0
-25,0.000002,0
-25,0.000002,0
-25,0.000001,0
-25,0.000001,0
-25,0.000001,0
-25,0.000001,0
-25,0.000016,0
-25,0.000015,0
-25,0.000015,0
-25,0.000013,0
-25,0.000013,0
-25,0.000012,0
-25,0.000012,0
-25,0.000011,0
-25,0.000011,0
-25,-0.084821,0
-25,-0.084821,0
-25,-0.128372,0
-25,-0.172078,0
-25,-0.172078,0
-25,-0.172927,0
-25,-0.172927,0
-25,-0.172938,0
-25,-0.172938,0
-25,-0.17294,0
-25,-0.172926,0
-25,-0.172926,0
-25,-0.172906,0
-25,-0.172906,0
-25,-0.17289,0
-25,-0.17289,0
-25,-0.172898,0
-25,-0.172898,0
-25,-0.172904,0
-25,-0.182587,0
-25,-0.17276,0
-25,-0.172691,0
-25,-0.172691,0
-25,-0.172895,0
-25,-0.172895,0
-25,-0.172756,0
-25,-0.172756,0
-25,-0.172739,0
-25,-0.172625,0
-25,-0.172625,0
-25,-0.172592,0
-25,-0.172592,0
-25,-0.324085,0
-25,-0.324085,0
-25,-0.345039,0
-25,-0.345039,0
-25,-0.345315,0
-25,-0.363322,0
-25,-0.34533,0
-25,-0.34533,0
-25,-0.345264,0
-25,-0.345656,0
-25,-0.345656,0
-25,-0.345644,0
-25,-0.345644,0
-25,-0.345755,0
-25,-0.345755,0
-25,-0.345676,0
-25,-0.345676,0
-25,-0.345642,0
-25,-0.345454,0
-25,-0.345454,0
-25,-0.345422,0
-25,-0.345422,0
-25,-0.345412,0
